,id_produit,catégorie,prix,weight_g,length_cm,height_cm,width_cm,mois,trimestre,annee,moyenne chiffre d'affaire,chiffre d'affaire,nombre de ventes
29,1.0,perfumery,287.0,225.0,16.0,10.0,14.0,9.0,4.0,2018,"1 913,333",5 740,3.0
30,1.0,perfumery,287.0,225.0,16.0,10.0,14.0,9.0,4.0,2019,0,0,0
31,1.0,perfumery,287.0,225.0,16.0,10.0,14.0,10.0,4.0,2017,"1 496,5",20 951,14.0
32,1.0,perfumery,287.0,225.0,16.0,10.0,14.0,10.0,4.0,2018,"1 492,4",7 462,5.0
33,1.0,perfumery,287.0,225.0,16.0,10.0,14.0,10.0,4.0,2019,"1 565,455",17 220,11.0
34,1.0,perfumery,287.0,225.0,16.0,10.0,14.0,11.0,4.0,2017,1 722,8 610,5.0
35,1.0,perfumery,287.0,225.0,16.0,10.0,14.0,11.0,4.0,2018,"975,8",9 758,10.0
36,1.0,perfumery,287.0,225.0,16.0,10.0,14.0,11.0,4.0,2019,"1 695,909",18 655,11.0
37,1.0,perfumery,287.0,225.0,16.0,10.0,14.0,12.0,1.0,2017,574,574,1.0
38,1.0,perfumery,287.0,225.0,16.0,10.0,14.0,12.0,1.0,2018,1 722,3 444,2.0
39,1.0,perfumery,287.0,225.0,16.0,10.0,14.0,12.0,4.0,2017,"1 578,5",18 942,12.0
40,1.0,perfumery,287.0,225.0,16.0,10.0,14.0,12.0,4.0,2018,"1 463,7",14 637,10.0
41,1.0,perfumery,287.0,225.0,16.0,10.0,14.0,12.0,4.0,2019,"2 104,667",6 314,3.0
42,2.0,art,276.0,1000.0,30.0,18.0,20.0,1.0,1.0,2018,"1 328,25",21 252,16.0
43,2.0,art,276.0,1000.0,30.0,18.0,20.0,1.0,1.0,2019,1 725,13 800,8.0
44,2.0,art,276.0,1000.0,30.0,18.0,20.0,2.0,1.0,2018,1 288,15 456,12.0
45,2.0,art,276.0,1000.0,30.0,18.0,20.0,2.0,1.0,2019,1 472,17 664,12.0
46,2.0,art,276.0,1000.0,30.0,18.0,20.0,3.0,1.0,2018,"1 349,333",12 144,9.0
47,2.0,art,276.0,1000.0,30.0,18.0,20.0,3.0,1.0,2019,"1 165,333",10 488,9.0
48,2.0,art,276.0,1000.0,30.0,18.0,20.0,3.0,2.0,2018,1 932,3 864,2.0
49,2.0,art,276.0,1000.0,30.0,18.0,20.0,3.0,2.0,2019,1 564,4 692,3.0
50,2.0,art,276.0,1000.0,30.0,18.0,20.0,4.0,2.0,2018,"1 507,385",19 596,13.0
51,2.0,art,276.0,1000.0,30.0,18.0,20.0,4.0,2.0,2019,"1 131,6",11 316,10.0
52,2.0,art,276.0,1000.0,30.0,18.0,20.0,5.0,2.0,2017,"1 343,2",20 148,15.0
53,2.0,art,276.0,1000.0,30.0,18.0,20.0,5.0,2.0,2018,"1 628,4",16 284,10.0
54,2.0,art,276.0,1000.0,30.0,18.0,20.0,5.0,2.0,2019,"1 431,75",22 908,16.0
55,2.0,art,276.0,1000.0,30.0,18.0,20.0,6.0,2.0,2017,1 633,19 596,12.0
56,2.0,art,276.0,1000.0,30.0,18.0,20.0,6.0,2.0,2018,"662,4",3 312,5.0
57,2.0,art,276.0,1000.0,30.0,18.0,20.0,6.0,2.0,2019,"1 414,5",11 316,8.0
58,2.0,art,276.0,1000.0,30.0,18.0,20.0,6.0,3.0,2017,1 104,1 104,1.0
59,2.0,art,276.0,1000.0,30.0,18.0,20.0,6.0,3.0,2018,1 288,3 864,3.0
60,2.0,art,276.0,1000.0,30.0,18.0,20.0,6.0,3.0,2019,1 794,3 588,2.0
61,2.0,art,276.0,1000.0,30.0,18.0,20.0,7.0,3.0,2017,"1 204,364",13 248,11.0
62,2.0,art,276.0,1000.0,30.0,18.0,20.0,7.0,3.0,2018,"1 352,4",13 524,10.0
63,2.0,art,276.0,1000.0,30.0,18.0,20.0,7.0,3.0,2019,"1 269,6",19 044,15.0
64,2.0,art,276.0,1000.0,30.0,18.0,20.0,8.0,3.0,2017,"1 897,5",15 180,8.0
65,2.0,art,276.0,1000.0,30.0,18.0,20.0,8.0,3.0,2018,897,7 176,8.0
66,2.0,art,276.0,1000.0,30.0,18.0,20.0,8.0,3.0,2019,"1 577,143",11 040,7.0
67,2.0,art,276.0,1000.0,30.0,18.0,20.0,9.0,3.0,2017,1 564,14 076,9.0
68,2.0,art,276.0,1000.0,30.0,18.0,20.0,9.0,3.0,2018,1 564,14 076,9.0
69,2.0,art,276.0,1000.0,30.0,18.0,20.0,9.0,3.0,2019,2 024,6 072,3.0
70,2.0,art,276.0,1000.0,30.0,18.0,20.0,9.0,4.0,2017,1 656,1 656,1.0
71,2.0,art,276.0,1000.0,30.0,18.0,20.0,9.0,4.0,2018,1 288,3 864,3.0
72,2.0,art,276.0,1000.0,30.0,18.0,20.0,9.0,4.0,2019,1 748,5 244,3.0
73,2.0,art,276.0,1000.0,30.0,18.0,20.0,10.0,4.0,2017,"1 134,667",10 212,9.0
74,2.0,art,276.0,1000.0,30.0,18.0,20.0,10.0,4.0,2018,"1 480,364",16 284,11.0
75,2.0,art,276.0,1000.0,30.0,18.0,20.0,10.0,4.0,2019,"1 167,692",15 180,13.0
76,2.0,art,276.0,1000.0,30.0,18.0,20.0,11.0,4.0,2017,1 610,9 660,6.0
77,2.0,art,276.0,1000.0,30.0,18.0,20.0,11.0,4.0,2018,"1 483,5",11 868,8.0
78,2.0,art,276.0,1000.0,30.0,18.0,20.0,11.0,4.0,2019,1 449,11 592,8.0
79,2.0,art,276.0,1000.0,30.0,18.0,20.0,12.0,1.0,2017,0,0,0
80,2.0,art,276.0,1000.0,30.0,18.0,20.0,12.0,1.0,2018,0,0,0
81,2.0,art,276.0,1000.0,30.0,18.0,20.0,12.0,4.0,2017,"1 462,8",14 628,10.0
82,2.0,art,276.0,1000.0,30.0,18.0,20.0,12.0,4.0,2018,"1 483,5",11 868,8.0
83,2.0,art,276.0,1000.0,30.0,18.0,20.0,12.0,4.0,2019,1 656,1 656,1.0
84,3.0,sports_leisure,250.0,154.0,18.0,9.0,15.0,1.0,1.0,2018,"1 527,778",13 750,9.0
85,3.0,sports_leisure,250.0,154.0,18.0,9.0,15.0,1.0,1.0,2019,1 250,12 500,10.0
86,3.0,sports_leisure,250.0,154.0,18.0,9.0,15.0,2.0,1.0,2018,1 450,21 750,15.0
87,3.0,sports_leisure,250.0,154.0,18.0,9.0,15.0,2.0,1.0,2019,"1 453,125",23 250,16.0
88,3.0,sports_leisure,250.0,154.0,18.0,9.0,15.0,3.0,1.0,2018,"1 464,286",10 250,7.0
89,3.0,sports_leisure,250.0,154.0,18.0,9.0,15.0,3.0,1.0,2019,1 500,13 500,9.0
90,3.0,sports_leisure,250.0,154.0,18.0,9.0,15.0,3.0,2.0,2018,875,3 500,4.0
91,3.0,sports_leisure,250.0,154.0,18.0,9.0,15.0,3.0,2.0,2019,1 125,2 250,2.0
92,3.0,sports_leisure,250.0,154.0,18.0,9.0,15.0,4.0,2.0,2018,1 250,10 000,8.0
93,3.0,sports_leisure,250.0,154.0,18.0,9.0,15.0,4.0,2.0,2019,1 500,15 000,10.0
94,3.0,sports_leisure,250.0,154.0,18.0,9.0,15.0,5.0,2.0,2017,"1 406,25",11 250,8.0
95,3.0,sports_leisure,250.0,154.0,18.0,9.0,15.0,5.0,2.0,2018,"1 227,273",13 500,11.0
96,3.0,sports_leisure,250.0,154.0,18.0,9.0,15.0,5.0,2.0,2019,"1 016,667",15 250,15.0
97,3.0,sports_leisure,250.0,154.0,18.0,9.0,15.0,6.0,2.0,2017,"916,667",5 500,6.0
98,3.0,sports_leisure,250.0,154.0,18.0,9.0,15.0,6.0,2.0,2018,1 000,5 000,5.0
99,3.0,sports_leisure,250.0,154.0,18.0,9.0,15.0,6.0,2.0,2019,850,4 250,5.0
100,3.0,sports_leisure,250.0,154.0,18.0,9.0,15.0,6.0,3.0,2017,1 625,3 250,2.0
101,3.0,sports_leisure,250.0,154.0,18.0,9.0,15.0,6.0,3.0,2018,0,0,0
102,3.0,sports_leisure,250.0,154.0,18.0,9.0,15.0,6.0,3.0,2019,2 250,2 250,1.0
103,3.0,sports_leisure,250.0,154.0,18.0,9.0,15.0,7.0,3.0,2017,"1 194,444",10 750,9.0
104,3.0,sports_leisure,250.0,154.0,18.0,9.0,15.0,7.0,3.0,2018,"1 354,167",16 250,12.0
105,3.0,sports_leisure,250.0,154.0,18.0,9.0,15.0,7.0,3.0,2019,"1 363,636",15 000,11.0
106,3.0,sports_leisure,250.0,154.0,18.0,9.0,15.0,8.0,3.0,2017,"1 111,111",10 000,9.0
107,3.0,sports_leisure,250.0,154.0,18.0,9.0,15.0,8.0,3.0,2018,"1 423,077",18 500,13.0
108,3.0,sports_leisure,250.0,154.0,18.0,9.0,15.0,8.0,3.0,2019,1 450,7 250,5.0
109,3.0,sports_leisure,250.0,154.0,18.0,9.0,15.0,9.0,3.0,2017,"1 187,5",4 750,4.0
110,3.0,sports_leisure,250.0,154.0,18.0,9.0,15.0,9.0,3.0,2018,"1 656,25",13 250,8.0
111,3.0,sports_leisure,250.0,154.0,18.0,9.0,15.0,9.0,3.0,2019,1 300,6 500,5.0
112,3.0,sports_leisure,250.0,154.0,18.0,9.0,15.0,9.0,4.0,2017,"1 312,5",5 250,4.0
113,3.0,sports_leisure,250.0,154.0,18.0,9.0,15.0,9.0,4.0,2018,1 375,2 750,2.0
114,3.0,sports_leisure,250.0,154.0,18.0,9.0,15.0,9.0,4.0,2019,"583,333",1 750,3.0
115,3.0,sports_leisure,250.0,154.0,18.0,9.0,15.0,10.0,4.0,2017,"895,833",10 750,12.0
116,3.0,sports_leisure,250.0,154.0,18.0,9.0,15.0,10.0,4.0,2018,950,9 500,10.0
117,3.0,sports_leisure,250.0,154.0,18.0,9.0,15.0,10.0,4.0,2019,"1 437,5",5 750,4.0
118,3.0,sports_leisure,250.0,154.0,18.0,9.0,15.0,11.0,4.0,2017,"1 545,455",17 000,11.0
119,3.0,sports_leisure,250.0,154.0,18.0,9.0,15.0,11.0,4.0,2018,"1 159,091",12 750,11.0
120,3.0,sports_leisure,250.0,154.0,18.0,9.0,15.0,11.0,4.0,2019,"1 160,714",16 250,14.0
121,3.0,sports_leisure,250.0,154.0,18.0,9.0,15.0,12.0,1.0,2017,2 250,2 250,1.0
122,3.0,sports_leisure,250.0,154.0,18.0,9.0,15.0,12.0,1.0,2018,1 250,2 500,2.0
123,3.0,sports_leisure,250.0,154.0,18.0,9.0,15.0,12.0,4.0,2017,1 125,11 250,10.0
124,3.0,sports_leisure,250.0,154.0,18.0,9.0,15.0,12.0,4.0,2018,1 500,10 500,7.0
125,3.0,sports_leisure,250.0,154.0,18.0,9.0,15.0,12.0,4.0,2019,0,0,0
126,4.0,baby,261.0,371.0,26.0,4.0,26.0,1.0,1.0,2018,"1 518,545",16 704,11.0
127,4.0,baby,261.0,371.0,26.0,4.0,26.0,1.0,1.0,2019,"1 174,5",9 396,8.0
128,4.0,baby,261.0,371.0,26.0,4.0,26.0,2.0,1.0,2018,"1 230,429",8 613,7.0
129,4.0,baby,261.0,371.0,26.0,4.0,26.0,2.0,1.0,2019,"1 278,9",12 789,10.0
130,4.0,baby,261.0,371.0,26.0,4.0,26.0,3.0,1.0,2018,"1 416,857",9 918,7.0
131,4.0,baby,261.0,371.0,26.0,4.0,26.0,3.0,1.0,2019,"1 174,5",14 094,12.0
132,4.0,baby,261.0,371.0,26.0,4.0,26.0,3.0,2.0,2018,522,1 566,3.0
133,4.0,baby,261.0,371.0,26.0,4.0,26.0,3.0,2.0,2019,870,2 610,3.0
134,4.0,baby,261.0,371.0,26.0,4.0,26.0,4.0,2.0,2018,"1 174,5",4 698,4.0
135,4.0,baby,261.0,371.0,26.0,4.0,26.0,4.0,2.0,2019,"1 244,769",16 182,13.0
136,4.0,baby,261.0,371.0,26.0,4.0,26.0,5.0,2.0,2017,"1 468,125",23 490,16.0
137,4.0,baby,261.0,371.0,26.0,4.0,26.0,5.0,2.0,2018,1 914,11 484,6.0
138,4.0,baby,261.0,371.0,26.0,4.0,26.0,5.0,2.0,2019,"1 376,182",15 138,11.0
139,4.0,baby,261.0,371.0,26.0,4.0,26.0,6.0,2.0,2017,"1 076,625",8 613,8.0
140,4.0,baby,261.0,371.0,26.0,4.0,26.0,6.0,2.0,2018,1 479,13 311,9.0
141,4.0,baby,261.0,371.0,26.0,4.0,26.0,6.0,2.0,2019,"1 348,5",8 091,6.0
142,4.0,baby,261.0,371.0,26.0,4.0,26.0,6.0,3.0,2017,0,0,0
143,4.0,baby,261.0,371.0,26.0,4.0,26.0,6.0,3.0,2018,1 218,3 654,3.0
144,4.0,baby,261.0,371.0,26.0,4.0,26.0,6.0,3.0,2019,1 566,4 698,3.0
145,4.0,baby,261.0,371.0,26.0,4.0,26.0,7.0,3.0,2017,1 363,12 267,9.0
146,4.0,baby,261.0,371.0,26.0,4.0,26.0,7.0,3.0,2018,1 044,9 396,9.0
147,4.0,baby,261.0,371.0,26.0,4.0,26.0,7.0,3.0,2019,"1 435,5",8 613,6.0
148,4.0,baby,261.0,371.0,26.0,4.0,26.0,8.0,3.0,2017,"1 618,2",16 182,10.0
149,4.0,baby,261.0,371.0,26.0,4.0,26.0,8.0,3.0,2018,1 160,10 440,9.0
150,4.0,baby,261.0,371.0,26.0,4.0,26.0,8.0,3.0,2019,"1 026,6",15 399,15.0
151,4.0,baby,261.0,371.0,26.0,4.0,26.0,9.0,3.0,2017,2 088,4 176,2.0
152,4.0,baby,261.0,371.0,26.0,4.0,26.0,9.0,3.0,2018,1 711,15 399,9.0
153,4.0,baby,261.0,371.0,26.0,4.0,26.0,9.0,3.0,2019,"1 454,143",20 358,14.0
154,4.0,baby,261.0,371.0,26.0,4.0,26.0,9.0,4.0,2017,0,0,0
155,4.0,baby,261.0,371.0,26.0,4.0,26.0,9.0,4.0,2018,261,522,2.0
156,4.0,baby,261.0,371.0,26.0,4.0,26.0,9.0,4.0,2019,783,783,1.0
157,4.0,baby,261.0,371.0,26.0,4.0,26.0,10.0,4.0,2017,"1 323,643",18 531,14.0
158,4.0,baby,261.0,371.0,26.0,4.0,26.0,10.0,4.0,2018,1 276,11 484,9.0
159,4.0,baby,261.0,371.0,26.0,4.0,26.0,10.0,4.0,2019,1 044,7 308,7.0
160,4.0,baby,261.0,371.0,26.0,4.0,26.0,11.0,4.0,2017,"1 618,2",24 273,15.0
161,4.0,baby,261.0,371.0,26.0,4.0,26.0,11.0,4.0,2018,1 566,18 792,12.0
162,4.0,baby,261.0,371.0,26.0,4.0,26.0,11.0,4.0,2019,"1 539,9",15 399,10.0
163,4.0,baby,261.0,371.0,26.0,4.0,26.0,12.0,1.0,2017,0,0,0
164,4.0,baby,261.0,371.0,26.0,4.0,26.0,12.0,1.0,2018,0,0,0
165,4.0,baby,261.0,371.0,26.0,4.0,26.0,12.0,4.0,2017,1 827,9 135,5.0
166,4.0,baby,261.0,371.0,26.0,4.0,26.0,12.0,4.0,2018,"1 663,875",13 311,8.0
167,4.0,baby,261.0,371.0,26.0,4.0,26.0,12.0,4.0,2019,0,0,0
168,5.0,housewares,402.0,625.0,20.0,17.0,13.0,1.0,1.0,2018,"1 768,8",26 532,15.0
169,5.0,housewares,402.0,625.0,20.0,17.0,13.0,1.0,1.0,2019,2 010,20 100,10.0
170,5.0,housewares,402.0,625.0,20.0,17.0,13.0,2.0,1.0,2018,"2 445,5",29 346,12.0
171,5.0,housewares,402.0,625.0,20.0,17.0,13.0,2.0,1.0,2019,"1 936,909",21 306,11.0
172,5.0,housewares,402.0,625.0,20.0,17.0,13.0,3.0,1.0,2018,"2 043,5",24 522,12.0
173,5.0,housewares,402.0,625.0,20.0,17.0,13.0,3.0,1.0,2019,"1 574,5",18 894,12.0
174,5.0,housewares,402.0,625.0,20.0,17.0,13.0,3.0,2.0,2018,2 211,4 422,2.0
175,5.0,housewares,402.0,625.0,20.0,17.0,13.0,3.0,2.0,2019,"1 849,2",9 246,5.0
176,5.0,housewares,402.0,625.0,20.0,17.0,13.0,4.0,2.0,2018,"1 959,75",15 678,8.0
177,5.0,housewares,402.0,625.0,20.0,17.0,13.0,4.0,2.0,2019,2 010,14 070,7.0
178,5.0,housewares,402.0,625.0,20.0,17.0,13.0,5.0,2.0,2017,2 010,16 080,8.0
179,5.0,housewares,402.0,625.0,20.0,17.0,13.0,5.0,2.0,2018,1 608,14 472,9.0
180,5.0,housewares,402.0,625.0,20.0,17.0,13.0,5.0,2.0,2019,"2 302,364",25 326,11.0
181,5.0,housewares,402.0,625.0,20.0,17.0,13.0,6.0,2.0,2017,"1 045,2",5 226,5.0
182,5.0,housewares,402.0,625.0,20.0,17.0,13.0,6.0,2.0,2018,"1 557,75",12 462,8.0
183,5.0,housewares,402.0,625.0,20.0,17.0,13.0,6.0,2.0,2019,1 809,14 472,8.0
184,5.0,housewares,402.0,625.0,20.0,17.0,13.0,6.0,3.0,2017,2 010,2 010,1.0
185,5.0,housewares,402.0,625.0,20.0,17.0,13.0,6.0,3.0,2018,804,804,1.0
186,5.0,housewares,402.0,625.0,20.0,17.0,13.0,6.0,3.0,2019,"1 849,2",9 246,5.0
187,5.0,housewares,402.0,625.0,20.0,17.0,13.0,7.0,3.0,2017,2 077,24 924,12.0
188,5.0,housewares,402.0,625.0,20.0,17.0,13.0,7.0,3.0,2018,"2 124,857",29 748,14.0
189,5.0,housewares,402.0,625.0,20.0,17.0,13.0,7.0,3.0,2019,"1 866,429",26 130,14.0
190,5.0,housewares,402.0,625.0,20.0,17.0,13.0,8.0,3.0,2017,"1 700,769",22 110,13.0
191,5.0,housewares,402.0,625.0,20.0,17.0,13.0,8.0,3.0,2018,"1 563,333",14 070,9.0
192,5.0,housewares,402.0,625.0,20.0,17.0,13.0,8.0,3.0,2019,"2 067,429",28 944,14.0
193,5.0,housewares,402.0,625.0,20.0,17.0,13.0,9.0,3.0,2017,"1 697,333",15 276,9.0
194,5.0,housewares,402.0,625.0,20.0,17.0,13.0,9.0,3.0,2018,"1 965,333",17 688,9.0
195,5.0,housewares,402.0,625.0,20.0,17.0,13.0,9.0,3.0,2019,2 010,20 100,10.0
196,5.0,housewares,402.0,625.0,20.0,17.0,13.0,9.0,4.0,2017,2 010,2 010,1.0
197,5.0,housewares,402.0,625.0,20.0,17.0,13.0,9.0,4.0,2018,0,0,0
198,5.0,housewares,402.0,625.0,20.0,17.0,13.0,9.0,4.0,2019,2 211,13 266,6.0
199,5.0,housewares,402.0,625.0,20.0,17.0,13.0,10.0,4.0,2017,"2 160,75",17 286,8.0
200,5.0,housewares,402.0,625.0,20.0,17.0,13.0,10.0,4.0,2018,"964,8",9 648,10.0
201,5.0,housewares,402.0,625.0,20.0,17.0,13.0,10.0,4.0,2019,"1 824,461",23 718,13.0
202,5.0,housewares,402.0,625.0,20.0,17.0,13.0,11.0,4.0,2017,"2 371,8",23 718,10.0
203,5.0,housewares,402.0,625.0,20.0,17.0,13.0,11.0,4.0,2018,"2 083,091",22 914,11.0
204,5.0,housewares,402.0,625.0,20.0,17.0,13.0,11.0,4.0,2019,"1 786,667",16 080,9.0
205,5.0,housewares,402.0,625.0,20.0,17.0,13.0,12.0,1.0,2017,1 608,1 608,1.0
206,5.0,housewares,402.0,625.0,20.0,17.0,13.0,12.0,1.0,2018,2 010,10 050,5.0
207,5.0,housewares,402.0,625.0,20.0,17.0,13.0,12.0,4.0,2017,2 278,6 834,3.0
208,5.0,housewares,402.0,625.0,20.0,17.0,13.0,12.0,4.0,2018,"2 160,75",17 286,8.0
209,5.0,housewares,402.0,625.0,20.0,17.0,13.0,12.0,4.0,2019,2 412,4 824,2.0
210,6.0,musical_instruments,745.0,200.0,38.0,5.0,11.0,1.0,1.0,2018,"4 334,546",47 680,11.0
211,6.0,musical_instruments,745.0,200.0,38.0,5.0,11.0,1.0,1.0,2019,"3 386,364",37 250,11.0
212,6.0,musical_instruments,745.0,200.0,38.0,5.0,11.0,2.0,1.0,2018,"5 002,143",35 015,7.0
213,6.0,musical_instruments,745.0,200.0,38.0,5.0,11.0,2.0,1.0,2019,"3 642,222",32 780,9.0
214,6.0,musical_instruments,745.0,200.0,38.0,5.0,11.0,3.0,1.0,2018,"3 405,714",23 840,7.0
215,6.0,musical_instruments,745.0,200.0,38.0,5.0,11.0,3.0,1.0,2019,"4 345,833",26 075,6.0
216,6.0,musical_instruments,745.0,200.0,38.0,5.0,11.0,3.0,2.0,2018,"4 718,333",14 155,3.0
217,6.0,musical_instruments,745.0,200.0,38.0,5.0,11.0,3.0,2.0,2019,4 321,21 605,5.0
218,6.0,musical_instruments,745.0,200.0,38.0,5.0,11.0,4.0,2.0,2018,"2 767,143",19 370,7.0
219,6.0,musical_instruments,745.0,200.0,38.0,5.0,11.0,4.0,2.0,2019,3 278,32 780,10.0
220,6.0,musical_instruments,745.0,200.0,38.0,5.0,11.0,5.0,2.0,2017,"4 144,062",66 305,16.0
221,6.0,musical_instruments,745.0,200.0,38.0,5.0,11.0,5.0,2.0,2018,"3 352,5",33 525,10.0
222,6.0,musical_instruments,745.0,200.0,38.0,5.0,11.0,5.0,2.0,2019,3 725,44 700,12.0
223,6.0,musical_instruments,745.0,200.0,38.0,5.0,11.0,6.0,2.0,2017,"4 097,5",32 780,8.0
224,6.0,musical_instruments,745.0,200.0,38.0,5.0,11.0,6.0,2.0,2018,"3 318,636",36 505,11.0
225,6.0,musical_instruments,745.0,200.0,38.0,5.0,11.0,6.0,2.0,2019,"4 190,625",33 525,8.0
226,6.0,musical_instruments,745.0,200.0,38.0,5.0,11.0,6.0,3.0,2017,5 215,10 430,2.0
227,6.0,musical_instruments,745.0,200.0,38.0,5.0,11.0,6.0,3.0,2018,"2 607,5",5 215,2.0
228,6.0,musical_instruments,745.0,200.0,38.0,5.0,11.0,6.0,3.0,2019,2 980,8 940,3.0
229,6.0,musical_instruments,745.0,200.0,38.0,5.0,11.0,7.0,3.0,2017,"4 641,923",60 345,13.0
230,6.0,musical_instruments,745.0,200.0,38.0,5.0,11.0,7.0,3.0,2018,4 470,35 760,8.0
231,6.0,musical_instruments,745.0,200.0,38.0,5.0,11.0,7.0,3.0,2019,"4 635,556",41 720,9.0
232,6.0,musical_instruments,745.0,200.0,38.0,5.0,11.0,8.0,3.0,2017,"3 352,5",20 115,6.0
233,6.0,musical_instruments,745.0,200.0,38.0,5.0,11.0,8.0,3.0,2018,3 725,29 800,8.0
234,6.0,musical_instruments,745.0,200.0,38.0,5.0,11.0,8.0,3.0,2019,"4 334,546",47 680,11.0
235,6.0,musical_instruments,745.0,200.0,38.0,5.0,11.0,9.0,3.0,2017,"3 386,364",37 250,11.0
236,6.0,musical_instruments,745.0,200.0,38.0,5.0,11.0,9.0,3.0,2018,"4 044,286",28 310,7.0
237,6.0,musical_instruments,745.0,200.0,38.0,5.0,11.0,9.0,3.0,2019,4 470,22 350,5.0
238,6.0,musical_instruments,745.0,200.0,38.0,5.0,11.0,9.0,4.0,2017,3 725,3 725,1.0
239,6.0,musical_instruments,745.0,200.0,38.0,5.0,11.0,9.0,4.0,2018,0,0,0
240,6.0,musical_instruments,745.0,200.0,38.0,5.0,11.0,9.0,4.0,2019,2 235,8 940,4.0
241,6.0,musical_instruments,745.0,200.0,38.0,5.0,11.0,10.0,4.0,2017,"3 973,333",47 680,12.0
242,6.0,musical_instruments,745.0,200.0,38.0,5.0,11.0,10.0,4.0,2018,"3 849,167",46 190,12.0
243,6.0,musical_instruments,745.0,200.0,38.0,5.0,11.0,10.0,4.0,2019,"3 849,167",23 095,6.0
244,6.0,musical_instruments,745.0,200.0,38.0,5.0,11.0,11.0,4.0,2017,"4 011,539",52 150,13.0
245,6.0,musical_instruments,745.0,200.0,38.0,5.0,11.0,11.0,4.0,2018,"3 890,556",35 015,9.0
246,6.0,musical_instruments,745.0,200.0,38.0,5.0,11.0,11.0,4.0,2019,"4 283,75",51 405,12.0
247,6.0,musical_instruments,745.0,200.0,38.0,5.0,11.0,12.0,1.0,2017,0,0,0
248,6.0,musical_instruments,745.0,200.0,38.0,5.0,11.0,12.0,1.0,2018,0,0,0
249,6.0,musical_instruments,745.0,200.0,38.0,5.0,11.0,12.0,4.0,2017,3 725,33 525,9.0
250,6.0,musical_instruments,745.0,200.0,38.0,5.0,11.0,12.0,4.0,2018,4 917,24 585,5.0
